REF_DATE,GEO,Labour_force_characteristics,NAICS,Sex,VALUE
2014,Saskatchewan,Employment,"Information, culture and recreation",Females,8.2
2014,Alberta,Employment,Goods-producing sector,Males,521.8
2014,Alberta,Employment,Goods-producing sector,Females,136.4
2014,Alberta,Employment,Construction,Males,218.5
2014,Alberta,Employment,Construction,Females,37.8
2014,Alberta,Employment,Manufacturing,Males,112.5
2014,Alberta,Employment,Manufacturing,Females,32.0
2014,Alberta,Employment,Services-producing sector,Males,734.1
2014,Alberta,Employment,Services-producing sector,Females,882.3
2014,Alberta,Employment,Transportation and warehousing,Males,95.3
2014,Alberta,Employment,Transportation and warehousing,Females,34.5
2014,Alberta,Employment,"Finance, insurance, real estate, rental and leasing",Males,46.9
2014,Alberta,Employment,"Finance, insurance, real estate, rental and leasing",Females,57.8
2014,Alberta,Employment,"Professional, scientific and technical services",Males,106.5
2014,Alberta,Employment,"Professional, scientific and technical services",Females,77.8
2014,Alberta,Employment,Educational services,Males,36.3
2014,Alberta,Employment,Educational services,Females,88.4
2014,Alberta,Employment,Health care and social assistance,Males,43.2
2014,Alberta,Employment,Health care and social assistance,Females,197.3
2014,Alberta,Employment,"Information, culture and recreation",Males,36.2
2014,Alberta,Employment,"Information, culture and recreation",Females,36.3
2014,British Columbia,Employment,Goods-producing sector,Males,362.5
2014,British Columbia,Employment,Goods-producing sector,Females,87.4
2014,British Columbia,Employment,Construction,Males,176.1
2014,British Columbia,Employment,Construction,Females,24.4
2014,British Columbia,Employment,Manufacturing,Males,119.5
2014,British Columbia,Employment,Manufacturing,Females,41.8
2014,British Columbia,Employment,Services-producing sector,Males,827.1
2014,British Columbia,Employment,Services-producing sector,Females,1001.5
2014,British Columbia,Employment,Transportation and warehousing,Males,100.0
2014,British Columbia,Employment,Transportation and warehousing,Females,33.8
2014,British Columbia,Employment,"Finance, insurance, real estate, rental and leasing",Males,56.5
2014,British Columbia,Employment,"Finance, insurance, real estate, rental and leasing",Females,80.7
2014,British Columbia,Employment,"Professional, scientific and technical services",Males,99.7
2014,British Columbia,Employment,"Professional, scientific and technical services",Females,82.7
2014,British Columbia,Employment,Educational services,Males,55.8
2014,British Columbia,Employment,Educational services,Females,110.4
2014,British Columbia,Employment,Health care and social assistance,Males,49.5
2014,British Columbia,Employment,Health care and social assistance,Females,220.3
2014,British Columbia,Employment,"Information, culture and recreation",Males,59.3
2014,British Columbia,Employment,"Information, culture and recreation",Females,48.4
2015,Newfoundland and Labrador,Employment,Goods-producing sector,Males,45.1
2015,Newfoundland and Labrador,Employment,Goods-producing sector,Females,9.0
2015,Newfoundland and Labrador,Employment,Construction,Males,20.2
2015,Newfoundland and Labrador,Employment,Construction,Females,2.4
2015,Newfoundland and Labrador,Employment,Manufacturing,Males,8.0
2015,Newfoundland and Labrador,Employment,Manufacturing,Females,3.5
2015,Newfoundland and Labrador,Employment,Services-producing sector,Males,74.2
2015,Newfoundland and Labrador,Employment,Services-producing sector,Females,107.9
2015,Newfoundland and Labrador,Employment,Transportation and warehousing,Males,7.8
2015,Newfoundland and Labrador,Employment,Transportation and warehousing,Females,2.2
2015,Newfoundland and Labrador,Employment,"Finance, insurance, real estate, rental and leasing",Males,3.8
2015,Newfoundland and Labrador,Employment,"Finance, insurance, real estate, rental and leasing",Females,4.5
2015,Newfoundland and Labrador,Employment,"Professional, scientific and technical services",Males,7.0
2015,Newfoundland and Labrador,Employment,"Professional, scientific and technical services",Females,4.3
2015,Newfoundland and Labrador,Employment,Educational services,Males,6.3
2015,Newfoundland and Labrador,Employment,Educational services,Females,8.8
2015,Newfoundland and Labrador,Employment,Health care and social assistance,Males,6.2
2015,Newfoundland and Labrador,Employment,Health care and social assistance,Females,31.4
2015,Newfoundland and Labrador,Employment,"Information, culture and recreation",Males,3.2
2015,Newfoundland and Labrador,Employment,"Information, culture and recreation",Females,4.1
2015,Prince Edward Island,Employment,Goods-producing sector,Males,13.4
2015,Prince Edward Island,Employment,Goods-producing sector,Females,3.8
2015,Prince Edward Island,Employment,Construction,Males,4.8
2015,Prince Edward Island,Employment,Construction,Females,0.4
2015,Prince Edward Island,Employment,Manufacturing,Males,3.9
2015,Prince Edward Island,Employment,Manufacturing,Females,2.1
2015,Prince Edward Island,Employment,Services-producing sector,Males,23.5
2015,Prince Edward Island,Employment,Services-producing sector,Females,32.4
2015,Prince Edward Island,Employment,Transportation and warehousing,Males,2.0
2015,Prince Edward Island,Employment,Transportation and warehousing,Females,0.5
2015,Prince Edward Island,Employment,"Finance, insurance, real estate, rental and leasing",Males,1.1
2015,Prince Edward Island,Employment,"Finance, insurance, real estate, rental and leasing",Females,1.4
2015,Prince Edward Island,Employment,"Professional, scientific and technical services",Males,1.9
2015,Prince Edward Island,Employment,"Professional, scientific and technical services",Females,1.2
2015,Prince Edward Island,Employment,Educational services,Males,1.6
2015,Prince Edward Island,Employment,Educational services,Females,3.7
2015,Prince Edward Island,Employment,Health care and social assistance,Males,1.6
2015,Prince Edward Island,Employment,Health care and social assistance,Females,8.3
2015,Prince Edward Island,Employment,"Information, culture and recreation",Males,1.5
2015,Prince Edward Island,Employment,"Information, culture and recreation",Females,0.9
2015,Nova Scotia,Employment,Goods-producing sector,Males,67.4
2015,Nova Scotia,Employment,Goods-producing sector,Females,15.6
2015,Nova Scotia,Employment,Construction,Males,30.0
2015,Nova Scotia,Employment,Construction,Females,3.6
2015,Nova Scotia,Employment,Manufacturing,Males,20.5
2015,Nova Scotia,Employment,Manufacturing,Females,8.2
2015,Nova Scotia,Employment,Services-producing sector,Males,157.4
2015,Nova Scotia,Employment,Services-producing sector,Females,207.7
2015,Nova Scotia,Employment,Transportation and warehousing,Males,16.7
2015,Nova Scotia,Employment,Transportation and warehousing,Females,3.8
2015,Nova Scotia,Employment,"Finance, insurance, real estate, rental and leasing",Males,9.3
2015,Nova Scotia,Employment,"Finance, insurance, real estate, rental and leasing",Females,14.2
2015,Nova Scotia,Employment,"Professional, scientific and technical services",Males,16.6
2015,Nova Scotia,Employment,"Professional, scientific and technical services",Females,11.2
2015,Nova Scotia,Employment,Educational services,Males,12.3
2015,Nova Scotia,Employment,Educational services,Females,24.1
2015,Nova Scotia,Employment,Health care and social assistance,Males,12.7
2015,Nova Scotia,Employment,Health care and social assistance,Females,59.7
2015,Nova Scotia,Employment,"Information, culture and recreation",Males,9.1
2015,Nova Scotia,Employment,"Information, culture and recreation",Females,8.4
2015,New Brunswick,Employment,Goods-producing sector,Males,59.1
2015,New Brunswick,Employment,Goods-producing sector,Females,13.6
2015,New Brunswick,Employment,Construction,Males,22.3
2015,New Brunswick,Employment,Construction,Females,2.4
2015,New Brunswick,Employment,Manufacturing,Males,21.8
2015,New Brunswick,Employment,Manufacturing,Females,7.9
2015,New Brunswick,Employment,Services-producing sector,Males,118.4
2015,New Brunswick,Employment,Services-producing sector,Females,160.7
2015,New Brunswick,Employment,Transportation and warehousing,Males,14.0
2015,New Brunswick,Employment,Transportation and warehousing,Females,5.1
2015,New Brunswick,Employment,"Finance, insurance, real estate, rental and leasing",Males,5.0
2015,New Brunswick,Employment,"Finance, insurance, real estate, rental and leasing",Females,9.6
2015,New Brunswick,Employment,"Professional, scientific and technical services",Males,9.5
2015,New Brunswick,Employment,"Professional, scientific and technical services",Females,7.1
2015,New Brunswick,Employment,Educational services,Males,8.7
2015,New Brunswick,Employment,Educational services,Females,18.7
2015,New Brunswick,Employment,Health care and social assistance,Males,7.6
2015,New Brunswick,Employment,Health care and social assistance,Females,44.3
2015,New Brunswick,Employment,"Information, culture and recreation",Males,7.0
2015,New Brunswick,Employment,"Information, culture and recreation",Females,4.7
2015,Quebec,Employment,Goods-producing sector,Males,652.9
2015,Quebec,Employment,Goods-producing sector,Females,184.1
2015,Quebec,Employment,Construction,Males,207.4
2015,Quebec,Employment,Construction,Females,27.2
2015,Quebec,Employment,Manufacturing,Males,353.9
2015,Quebec,Employment,Manufacturing,Females,134.7
2015,Quebec,Employment,Services-producing sector,Males,1484.0
2015,Quebec,Employment,Services-producing sector,Females,1776.1
2015,Quebec,Employment,Transportation and warehousing,Males,156.0
2015,Quebec,Employment,Transportation and warehousing,Females,40.5
2015,Quebec,Employment,"Finance, insurance, real estate, rental and leasing",Males,91.9
2015,Quebec,Employment,"Finance, insurance, real estate, rental and leasing",Females,123.2
2015,Quebec,Employment,"Professional, scientific and technical services",Males,178.7
2015,Quebec,Employment,"Professional, scientific and technical services",Females,136.9
2015,Quebec,Employment,Educational services,Males,94.1
2015,Quebec,Employment,Educational services,Females,183.9
2015,Quebec,Employment,Health care and social assistance,Males,111.5
2015,Quebec,Employment,Health care and social assistance,Females,465.0
2015,Quebec,Employment,"Information, culture and recreation",Males,91.8
2015,Quebec,Employment,"Information, culture and recreation",Females,79.5
2015,Ontario,Employment,Goods-producing sector,Males,1094.9
2015,Ontario,Employment,Goods-producing sector,Females,306.6
2015,Ontario,Employment,Construction,Males,437.1
2015,Ontario,Employment,Construction,Females,50.2
2015,Ontario,Employment,Manufacturing,Males,530.7
2015,Ontario,Employment,Manufacturing,Females,213.9
2015,Ontario,Employment,Services-producing sector,Males,2512.2
2015,Ontario,Employment,Services-producing sector,Females,3009.5
2015,Ontario,Employment,Transportation and warehousing,Males,241.0
2015,Ontario,Employment,Transportation and warehousing,Females,80.3
2015,Ontario,Employment,"Finance, insurance, real estate, rental and leasing",Males,259.5
2015,Ontario,Employment,"Finance, insurance, real estate, rental and leasing",Females,284.0
2015,Ontario,Employment,"Professional, scientific and technical services",Males,332.3
2015,Ontario,Employment,"Professional, scientific and technical services",Females,247.3
2015,Ontario,Employment,Educational services,Males,169.6
2015,Ontario,Employment,Educational services,Females,345.3
2015,Ontario,Employment,Health care and social assistance,Males,141.6
2015,Ontario,Employment,Health care and social assistance,Females,670.9
2015,Ontario,Employment,"Information, culture and recreation",Males,172.0
2015,Ontario,Employment,"Information, culture and recreation",Females,137.5
2015,Manitoba,Employment,Goods-producing sector,Males,117.0
2015,Manitoba,Employment,Goods-producing sector,Females,30.4
2015,Manitoba,Employment,Construction,Males,41.2
2015,Manitoba,Employment,Construction,Females,4.4
2015,Manitoba,Employment,Manufacturing,Males,47.7
2015,Manitoba,Employment,Manufacturing,Females,16.9
2015,Manitoba,Employment,Services-producing sector,Males,219.8
2015,Manitoba,Employment,Services-producing sector,Females,269.0
2015,Manitoba,Employment,Transportation and warehousing,Males,31.3
2015,Manitoba,Employment,Transportation and warehousing,Females,7.2
2015,Manitoba,Employment,"Finance, insurance, real estate, rental and leasing",Males,13.9
2015,Manitoba,Employment,"Finance, insurance, real estate, rental and leasing",Females,18.9
2015,Manitoba,Employment,"Professional, scientific and technical services",Males,13.4
2015,Manitoba,Employment,"Professional, scientific and technical services",Females,12.0
2015,Manitoba,Employment,Educational services,Males,17.8
2015,Manitoba,Employment,Educational services,Females,34.5
2015,Manitoba,Employment,Health care and social assistance,Males,20.5
2015,Manitoba,Employment,Health care and social assistance,Females,81.5
2015,Manitoba,Employment,"Information, culture and recreation",Males,11.9
2015,Manitoba,Employment,"Information, culture and recreation",Females,10.6
2015,Saskatchewan,Employment,Goods-producing sector,Males,129.9
2015,Saskatchewan,Employment,Goods-producing sector,Females,26.8
2015,Saskatchewan,Employment,Construction,Males,49.9
2015,Saskatchewan,Employment,Construction,Females,6.3
2015,Saskatchewan,Employment,Manufacturing,Males,20.7
2015,Saskatchewan,Employment,Manufacturing,Females,5.5
2015,Saskatchewan,Employment,Services-producing sector,Males,180.6
2015,Saskatchewan,Employment,Services-producing sector,Females,236.3
2015,Saskatchewan,Employment,Transportation and warehousing,Males,22.5
2015,Saskatchewan,Employment,Transportation and warehousing,Females,7.0
2015,Saskatchewan,Employment,"Finance, insurance, real estate, rental and leasing",Males,12.2
2015,Saskatchewan,Employment,"Finance, insurance, real estate, rental and leasing",Females,18.5
2015,Saskatchewan,Employment,"Professional, scientific and technical services",Males,13.7
2015,Saskatchewan,Employment,"Professional, scientific and technical services",Females,11.4
2015,Saskatchewan,Employment,Educational services,Males,12.9
2015,Saskatchewan,Employment,Educational services,Females,30.6
2015,Saskatchewan,Employment,Health care and social assistance,Males,12.5
2015,Saskatchewan,Employment,Health care and social assistance,Females,65.5
2015,Saskatchewan,Employment,"Information, culture and recreation",Males,9.9
2015,Saskatchewan,Employment,"Information, culture and recreation",Females,9.0
2015,Alberta,Employment,Goods-producing sector,Males,508.1
2015,Alberta,Employment,Goods-producing sector,Females,133.6
2015,Alberta,Employment,Construction,Males,223.5
2015,Alberta,Employment,Construction,Females,36.4
2015,Alberta,Employment,Manufacturing,Males,104.9
2015,Alberta,Employment,Manufacturing,Females,35.0
2015,Alberta,Employment,Services-producing sector,Males,754.4
2015,Alberta,Employment,Services-producing sector,Females,905.1
2015,Alberta,Employment,Transportation and warehousing,Males,100.8
2015,Alberta,Employment,Transportation and warehousing,Females,38.5
2015,Alberta,Employment,"Finance, insurance, real estate, rental and leasing",Males,46.0
2015,Alberta,Employment,"Finance, insurance, real estate, rental and leasing",Females,57.5
2015,Alberta,Employment,"Professional, scientific and technical services",Males,98.9
2015,Alberta,Employment,"Professional, scientific and technical services",Females,74.2
2015,Alberta,Employment,Educational services,Males,44.0
2015,Alberta,Employment,Educational services,Females,93.9
2015,Alberta,Employment,Health care and social assistance,Males,44.1
2015,Alberta,Employment,Health care and social assistance,Females,220.0
2015,Alberta,Employment,"Information, culture and recreation",Males,41.5
2015,Alberta,Employment,"Information, culture and recreation",Females,33.4
2015,British Columbia,Employment,Goods-producing sector,Males,365.7
2015,British Columbia,Employment,Goods-producing sector,Females,93.3
2015,British Columbia,Employment,Construction,Males,176.6
2015,British Columbia,Employment,Construction,Females,24.9
2015,British Columbia,Employment,Manufacturing,Males,125.8
2015,British Columbia,Employment,Manufacturing,Females,46.8
2015,British Columbia,Employment,Services-producing sector,Males,844.7
2015,British Columbia,Employment,Services-producing sector,Females,1002.5
2015,British Columbia,Employment,Transportation and warehousing,Males,108.4
2015,British Columbia,Employment,Transportation and warehousing,Females,31.6
2015,British Columbia,Employment,"Finance, insurance, real estate, rental and leasing",Males,57.6
2015,British Columbia,Employment,"Finance, insurance, real estate, rental and leasing",Females,71.0
2015,British Columbia,Employment,"Professional, scientific and technical services",Males,106.7
2015,British Columbia,Employment,"Professional, scientific and technical services",Females,81.4
2015,British Columbia,Employment,Educational services,Males,56.8
2015,British Columbia,Employment,Educational services,Females,106.6
2015,British Columbia,Employment,Health care and social assistance,Males,55.4
2015,British Columbia,Employment,Health care and social assistance,Females,232.0
2015,British Columbia,Employment,"Information, culture and recreation",Males,62.2
2015,British Columbia,Employment,"Information, culture and recreation",Females,52.3
2016,Newfoundland and Labrador,Employment,Goods-producing sector,Males,41.6
2016,Newfoundland and Labrador,Employment,Goods-producing sector,Females,8.8
2016,Newfoundland and Labrador,Employment,Construction,Males,19.7
2016,Newfoundland and Labrador,Employment,Construction,Females,2.2
2016,Newfoundland and Labrador,Employment,Manufacturing,Males,7.1
2016,Newfoundland and Labrador,Employment,Manufacturing,Females,2.7
2016,Newfoundland and Labrador,Employment,Services-producing sector,Males,76.2
2016,Newfoundland and Labrador,Employment,Services-producing sector,Females,105.9
2016,Newfoundland and Labrador,Employment,Transportation and warehousing,Males,7.2
2016,Newfoundland and Labrador,Employment,Transportation and warehousing,Females,2.5
2016,Newfoundland and Labrador,Employment,"Finance, insurance, real estate, rental and leasing",Males,3.8
2016,Newfoundland and Labrador,Employment,"Finance, insurance, real estate, rental and leasing",Females,4.1
2016,Newfoundland and Labrador,Employment,"Professional, scientific and technical services",Males,5.5
2016,Newfoundland and Labrador,Employment,"Professional, scientific and technical services",Females,5.0
2016,Newfoundland and Labrador,Employment,Educational services,Males,5.6
2016,Newfoundland and Labrador,Employment,Educational services,Females,8.7
2016,Newfoundland and Labrador,Employment,Health care and social assistance,Males,6.7
2016,Newfoundland and Labrador,Employment,Health care and social assistance,Females,32.5
2016,Newfoundland and Labrador,Employment,"Information, culture and recreation",Males,3.8
2016,Newfoundland and Labrador,Employment,"Information, culture and recreation",Females,3.3
2016,Prince Edward Island,Employment,Goods-producing sector,Males,13.6
2016,Prince Edward Island,Employment,Goods-producing sector,Females,3.0
2016,Prince Edward Island,Employment,Construction,Males,4.4
2016,Prince Edward Island,Employment,Construction,Females,0.3
2016,Prince Edward Island,Employment,Manufacturing,Males,4.3
2016,Prince Edward Island,Employment,Manufacturing,Females,1.7
2016,Prince Edward Island,Employment,Services-producing sector,Males,22.4
2016,Prince Edward Island,Employment,Services-producing sector,Females,32.6
2016,Prince Edward Island,Employment,Transportation and warehousing,Males,1.8
2016,Prince Edward Island,Employment,Transportation and warehousing,Females,0.6
2016,Prince Edward Island,Employment,"Finance, insurance, real estate, rental and leasing",Males,1.2
2016,Prince Edward Island,Employment,"Finance, insurance, real estate, rental and leasing",Females,1.5
2016,Prince Edward Island,Employment,"Professional, scientific and technical services",Males,2.1
2016,Prince Edward Island,Employment,"Professional, scientific and technical services",Females,1.5
2016,Prince Edward Island,Employment,Educational services,Males,1.6
2016,Prince Edward Island,Employment,Educational services,Females,3.5
2016,Prince Edward Island,Employment,Health care and social assistance,Males,1.5
2016,Prince Edward Island,Employment,Health care and social assistance,Females,8.6
2016,Prince Edward Island,Employment,"Information, culture and recreation",Males,1.4
2016,Prince Edward Island,Employment,"Information, culture and recreation",Females,1.2
2016,Nova Scotia,Employment,Goods-producing sector,Males,67.6
2016,Nova Scotia,Employment,Goods-producing sector,Females,13.6
2016,Nova Scotia,Employment,Construction,Males,29.7
2016,Nova Scotia,Employment,Construction,Females,3.2
2016,Nova Scotia,Employment,Manufacturing,Males,21.7
2016,Nova Scotia,Employment,Manufacturing,Females,7.4
2016,Nova Scotia,Employment,Services-producing sector,Males,155.1
2016,Nova Scotia,Employment,Services-producing sector,Females,209.9
2016,Nova Scotia,Employment,Transportation and warehousing,Males,16.0
2016,Nova Scotia,Employment,Transportation and warehousing,Females,4.3
2016,Nova Scotia,Employment,"Finance, insurance, real estate, rental and leasing",Males,9.9
2016,Nova Scotia,Employment,"Finance, insurance, real estate, rental and leasing",Females,13.7
2016,Nova Scotia,Employment,"Professional, scientific and technical services",Males,15.9
2016,Nova Scotia,Employment,"Professional, scientific and technical services",Females,11.6
2016,Nova Scotia,Employment,Educational services,Males,11.8
2016,Nova Scotia,Employment,Educational services,Females,24.9
2016,Nova Scotia,Employment,Health care and social assistance,Males,13.9
2016,Nova Scotia,Employment,Health care and social assistance,Females,61.0
2016,Nova Scotia,Employment,"Information, culture and recreation",Males,8.7
2016,Nova Scotia,Employment,"Information, culture and recreation",Females,7.4
2016,New Brunswick,Employment,Goods-producing sector,Males,59.7
2016,New Brunswick,Employment,Goods-producing sector,Females,13.2
2016,New Brunswick,Employment,Construction,Males,21.6
2016,New Brunswick,Employment,Construction,Females,2.5
2016,New Brunswick,Employment,Manufacturing,Males,23.3
2016,New Brunswick,Employment,Manufacturing,Females,7.1
2016,New Brunswick,Employment,Services-producing sector,Males,117.2
2016,New Brunswick,Employment,Services-producing sector,Females,161.4
2016,New Brunswick,Employment,Transportation and warehousing,Males,15.0
2016,New Brunswick,Employment,Transportation and warehousing,Females,4.1
2016,New Brunswick,Employment,"Finance, insurance, real estate, rental and leasing",Males,6.7
2016,New Brunswick,Employment,"Finance, insurance, real estate, rental and leasing",Females,10.2
2016,New Brunswick,Employment,"Professional, scientific and technical services",Males,8.9
2016,New Brunswick,Employment,"Professional, scientific and technical services",Females,6.1
2016,New Brunswick,Employment,Educational services,Males,8.4
2016,New Brunswick,Employment,Educational services,Females,17.0
2016,New Brunswick,Employment,Health care and social assistance,Males,8.0
2016,New Brunswick,Employment,Health care and social assistance,Females,45.5
2016,New Brunswick,Employment,"Information, culture and recreation",Males,6.8
2016,New Brunswick,Employment,"Information, culture and recreation",Females,5.6
2016,Quebec,Employment,Goods-producing sector,Males,650.2
2016,Quebec,Employment,Goods-producing sector,Females,194.2
2016,Quebec,Employment,Construction,Males,207.4
2016,Quebec,Employment,Construction,Females,28.6
2016,Quebec,Employment,Manufacturing,Males,356.3
2016,Quebec,Employment,Manufacturing,Females,136.8
2016,Quebec,Employment,Services-producing sector,Males,1498.3
2016,Quebec,Employment,Services-producing sector,Females,1790.4
2016,Quebec,Employment,Transportation and warehousing,Males,147.5
2016,Quebec,Employment,Transportation and warehousing,Females,48.1
2016,Quebec,Employment,"Finance, insurance, real estate, rental and leasing",Males,99.5
2016,Quebec,Employment,"Finance, insurance, real estate, rental and leasing",Females,116.6
2016,Quebec,Employment,"Professional, scientific and technical services",Males,179.5
2016,Quebec,Employment,"Professional, scientific and technical services",Females,132.4
2016,Quebec,Employment,Educational services,Males,90.2
2016,Quebec,Employment,Educational services,Females,190.0
2016,Quebec,Employment,Health care and social assistance,Males,104.7
2016,Quebec,Employment,Health care and social assistance,Females,477.1
2016,Quebec,Employment,"Information, culture and recreation",Males,100.1
2016,Quebec,Employment,"Information, culture and recreation",Females,79.5
2016,Ontario,Employment,Goods-producing sector,Males,1087.8
2016,Ontario,Employment,Goods-producing sector,Females,330.4
2016,Ontario,Employment,Construction,Males,445.4
2016,Ontario,Employment,Construction,Females,58.3
2016,Ontario,Employment,Manufacturing,Males,525.3
2016,Ontario,Employment,Manufacturing,Females,226.2
2016,Ontario,Employment,Services-producing sector,Males,2548.1
2016,Ontario,Employment,Services-producing sector,Females,3033.3
2016,Ontario,Employment,Transportation and warehousing,Males,254.1
2016,Ontario,Employment,Transportation and warehousing,Females,73.1
2016,Ontario,Employment,"Finance, insurance, real estate, rental and leasing",Males,258.6
2016,Ontario,Employment,"Finance, insurance, real estate, rental and leasing",Females,296.7
2016,Ontario,Employment,"Professional, scientific and technical services",Males,348.2
2016,Ontario,Employment,"Professional, scientific and technical services",Females,246.4
2016,Ontario,Employment,Educational services,Males,169.7
2016,Ontario,Employment,Educational services,Females,333.1
2016,Ontario,Employment,Health care and social assistance,Males,143.1
2016,Ontario,Employment,Health care and social assistance,Females,695.3
2016,Ontario,Employment,"Information, culture and recreation",Males,171.1
2016,Ontario,Employment,"Information, culture and recreation",Females,146.9
2016,Manitoba,Employment,Goods-producing sector,Males,120.5
2016,Manitoba,Employment,Goods-producing sector,Females,30.8
2016,Manitoba,Employment,Construction,Males,41.5
2016,Manitoba,Employment,Construction,Females,5.6
2016,Manitoba,Employment,Manufacturing,Males,47.0
2016,Manitoba,Employment,Manufacturing,Females,16.6
2016,Manitoba,Employment,Services-producing sector,Males,214.7
2016,Manitoba,Employment,Services-producing sector,Females,267.6
2016,Manitoba,Employment,Transportation and warehousing,Males,27.6
2016,Manitoba,Employment,Transportation and warehousing,Females,7.9
2016,Manitoba,Employment,"Finance, insurance, real estate, rental and leasing",Males,14.4
2016,Manitoba,Employment,"Finance, insurance, real estate, rental and leasing",Females,19.6
2016,Manitoba,Employment,"Professional, scientific and technical services",Males,14.8
2016,Manitoba,Employment,"Professional, scientific and technical services",Females,12.8
2016,Manitoba,Employment,Educational services,Males,17.5
2016,Manitoba,Employment,Educational services,Females,32.6
2016,Manitoba,Employment,Health care and social assistance,Males,18.0
2016,Manitoba,Employment,Health care and social assistance,Females,83.8
2016,Manitoba,Employment,"Information, culture and recreation",Males,12.6
2016,Manitoba,Employment,"Information, culture and recreation",Females,10.7
2016,Saskatchewan,Employment,Goods-producing sector,Males,124.5
2016,Saskatchewan,Employment,Goods-producing sector,Females,25.5
2016,Saskatchewan,Employment,Construction,Males,46.3
2016,Saskatchewan,Employment,Construction,Females,5.0
2016,Saskatchewan,Employment,Manufacturing,Males,20.8
2016,Saskatchewan,Employment,Manufacturing,Females,4.9
2016,Saskatchewan,Employment,Services-producing sector,Males,183.9
2016,Saskatchewan,Employment,Services-producing sector,Females,234.6
2016,Saskatchewan,Employment,Transportation and warehousing,Males,22.2
2016,Saskatchewan,Employment,Transportation and warehousing,Females,5.7
2016,Saskatchewan,Employment,"Finance, insurance, real estate, rental and leasing",Males,11.7
2016,Saskatchewan,Employment,"Finance, insurance, real estate, rental and leasing",Females,16.8
2016,Saskatchewan,Employment,"Professional, scientific and technical services",Males,15.1
2016,Saskatchewan,Employment,"Professional, scientific and technical services",Females,13.0
2016,Saskatchewan,Employment,Educational services,Males,12.5
2016,Saskatchewan,Employment,Educational services,Females,28.4
2016,Saskatchewan,Employment,Health care and social assistance,Males,13.0
2016,Saskatchewan,Employment,Health care and social assistance,Females,65.8
2016,Saskatchewan,Employment,"Information, culture and recreation",Males,10.6
2016,Saskatchewan,Employment,"Information, culture and recreation",Females,9.8
2016,Alberta,Employment,Goods-producing sector,Males,464.2
2016,Alberta,Employment,Goods-producing sector,Females,113.7
2016,Alberta,Employment,Construction,Males,219.7
2016,Alberta,Employment,Construction,Females,32.2
2016,Alberta,Employment,Manufacturing,Males,87.3
2016,Alberta,Employment,Manufacturing,Females,28.2
2016,Alberta,Employment,Services-producing sector,Males,769.3
2016,Alberta,Employment,Services-producing sector,Females,916.5
2016,Alberta,Employment,Transportation and warehousing,Males,100.0
2016,Alberta,Employment,Transportation and warehousing,Females,31.7
2016,Alberta,Employment,"Finance, insurance, real estate, rental and leasing",Males,46.6
2016,Alberta,Employment,"Finance, insurance, real estate, rental and leasing",Females,59.4
2016,Alberta,Employment,"Professional, scientific and technical services",Males,103.0
2016,Alberta,Employment,"Professional, scientific and technical services",Females,76.3
2016,Alberta,Employment,Educational services,Males,46.8
2016,Alberta,Employment,Educational services,Females,102.7
2016,Alberta,Employment,Health care and social assistance,Males,45.9
2016,Alberta,Employment,Health care and social assistance,Females,223.5
2016,Alberta,Employment,"Information, culture and recreation",Males,39.8
2016,Alberta,Employment,"Information, culture and recreation",Females,36.5
2016,British Columbia,Employment,Goods-producing sector,Males,377.3
2016,British Columbia,Employment,Goods-producing sector,Females,92.9
2016,British Columbia,Employment,Construction,Males,186.8
2016,British Columbia,Employment,Construction,Females,24.5
2016,British Columbia,Employment,Manufacturing,Males,125.3
2016,British Columbia,Employment,Manufacturing,Females,44.8
2016,British Columbia,Employment,Services-producing sector,Males,862.8
2016,British Columbia,Employment,Services-producing sector,Females,1046.6
2016,British Columbia,Employment,Transportation and warehousing,Males,103.9
2016,British Columbia,Employment,Transportation and warehousing,Females,33.9
2016,British Columbia,Employment,"Finance, insurance, real estate, rental and leasing",Males,60.7
2016,British Columbia,Employment,"Finance, insurance, real estate, rental and leasing",Females,75.1
2016,British Columbia,Employment,"Professional, scientific and technical services",Males,104.9
2016,British Columbia,Employment,"Professional, scientific and technical services",Females,90.5
2016,British Columbia,Employment,Educational services,Males,52.6
2016,British Columbia,Employment,Educational services,Females,112.4
2016,British Columbia,Employment,Health care and social assistance,Males,53.4
2016,British Columbia,Employment,Health care and social assistance,Females,238.2
2016,British Columbia,Employment,"Information, culture and recreation",Males,73.6
2016,British Columbia,Employment,"Information, culture and recreation",Females,53.0
2017,Newfoundland and Labrador,Employment,Goods-producing sector,Males,38.6
2017,Newfoundland and Labrador,Employment,Goods-producing sector,Females,8.2
2017,Newfoundland and Labrador,Employment,Construction,Males,18.3
2017,Newfoundland and Labrador,Employment,Construction,Females,2.4
2017,Newfoundland and Labrador,Employment,Manufacturing,Males,6.1
2017,Newfoundland and Labrador,Employment,Manufacturing,Females,2.9
2017,Newfoundland and Labrador,Employment,Services-producing sector,Males,72.4
2017,Newfoundland and Labrador,Employment,Services-producing sector,Females,104.9
2017,Newfoundland and Labrador,Employment,Transportation and warehousing,Males,8.2
2017,Newfoundland and Labrador,Employment,Transportation and warehousing,Females,3.0
2017,Newfoundland and Labrador,Employment,"Finance, insurance, real estate, rental and leasing",Males,2.3
2017,Newfoundland and Labrador,Employment,"Finance, insurance, real estate, rental and leasing",Females,4.0
2017,Newfoundland and Labrador,Employment,"Professional, scientific and technical services",Males,5.4
